402419.3564300829,4133018.821058364
402419.2564544961,4133018.8366833637
402419.1539917262,4133018.852689836
402419.03735354403,4133018.8709164583
402418.9307861603,4133018.8875637962
402418.77689364355,4133018.9116192786
402418.67268374376,4133018.9279156644
402418.52261355467,4133018.9512310964
402418.39954378945,4133018.969434831
402418.2733917516,4133018.9886990516
402418.1375122346,4133019.0110302917
402418.0013351731,4133019.0343457162
402417.9021454142,4133019.0514660804
402417.80254366837,4133019.068639845
402417.697029142,4133019.0868054335
402417.5954513827,4133019.1042767474
402417.4869156174,4133019.1229763944
402417.37928774685,4133019.1416302677
402417.2665252957,4133019.1613522503
402417.0749512,4133019.1952877957
402416.972312956,4133019.213705155
402416.8618240636,4133019.2337933495
402416.74983218184,4133019.2545147846
402416.6482086452,4133019.2734967186
402416.49694827094,4133019.301862804
402416.37793734524,4133019.3241635305
402416.2365875527,4133019.350912187
402416.13123324426,4133019.3711758587
402415.986343413,4133019.3994885385
402415.8839874544,4133019.4197445833
402415.74502566224,4133019.4474698026
402415.646583586,4133019.467260455
402415.509902983,4133019.494932267
402415.37549593777,4133019.5224057157
402415.24051669164,4133019.550558184
402415.11495974514,4133019.5769558866
402414.9855118068,4133019.603841872
402414.8233413979,4133019.6374951317
402414.70318606263,4133019.6627102834
402414.5477371492,4133019.6955243056
402414.430633574,4133019.7203732436
402414.31815340935,4133019.744405837
402414.2086181923,4133019.767980665
402414.09647372214,4133019.792249768
402413.99367526034,4133019.8146267813
402413.8858108791,4133019.83816347
402413.7868957807,4133019.8598156883
402413.6839828778,4133019.8824215843
402413.5817032147,4133019.904981704
402413.4232330612,4133019.9399243314
402413.3012848184,4133019.9668637253
402413.1792373936,4133019.994520276
402413.0614090238,4133020.0217267014
402412.94535830524,4133020.0487957913
402412.8342285439,4133020.074773882
402412.6971741003,4133020.1070385897
402412.59008028836,4133020.1322461087
402412.48460390896,4133020.1579266493
402412.38188937114,4133020.183233351
402412.2811661056,4133020.2078305194
402412.1836548138,4133020.2322598426
402412.0641479769,4133020.2647992093
402411.92737582215,4133020.3027859647
402411.81533816294,4133020.332822891
402411.708946256,4133020.3617764437
402411.60575869464,4133020.394163226
402411.50628665014,4133020.4261074965
402411.40944674436,4133020.4560986497
402411.3006744664,4133020.490743727
402411.1988830841,4133020.5272961576
402411.09114077524,4133020.567739579
402410.9987488079,4133020.607496351
402410.90541079553,4133020.651472183
402410.8087005898,4133020.6946164123
402410.71624758607,4133020.7394009554
402410.6197052278,4133020.7904187166
402410.53250124847,4133020.84026918
402410.4159851361,4133020.9062558147
402410.3284149461,4133020.957883925
402410.24346163776,4133021.011571976
402410.15916445735,4133021.067831132
402410.0606308265,4133021.1368008596
402409.9741592691,4133021.198698137
402409.8829880048,4133021.26885042
402409.7986831943,4133021.3384610163
402409.7155075344,4133021.407575701
402409.6319198893,4133021.477438063
402409.5523224148,4133021.5482922522
402409.47335818247,4133021.6222897503
402409.4004364306,4133021.693952652
402409.3293838784,4133021.76630983
402409.2601929001,4133021.8389798114
402409.1705169957,4133021.937383743
402409.09580233536,4133022.0235043503
402409.02233126515,4133022.1119900667
402408.9517059598,4133022.2006360013
402408.8890762616,4133022.2815304734
402408.8115768713,4133022.3868695204
402408.7538299844,4133022.4697247446
402408.6957092574,4133022.556921099
402408.63742831117,4133022.648191544
402408.57955935533,4133022.7429486243
